transactId, softwareName, softwareId, date
'424789680','Visual Studio 2005 Professional Edition CD1','53593363','2007-10-09 20:10'
'424789680','Visual Studio 2005 Professional Edition CD2','53593364','2007-10-09 20:10'
'424789680','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-10-15 23:26'
'424789680','Visual Studio 2008 SP1','227686903','2008-10-15 23:26'
'424789680','Windows 7 Professional (x86) - DVD (English)','851167261','2009-09-28 19:44'
'424789680','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-22 20:39'
'424789680','Windows Vista Enterprise with SP1 (x64) - DVD','-838067832','2009-04-08 11:59'
'424789680','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-10-09 19:45'
'424789680','Office Communicator 2007','-964680639','2010-03-06 17:27'
'424789680','System Center Virtual Machine Manager 2007 (x86/x64) - DVD','602826595','2009-12-16 17:27'
'424789680','Virtual PC 2007','212031266','2009-12-16 17:16'
'424789680','Visio 2007 SP1','-652376983','2010-03-20 18:44'
'424789680','Visio Professional 2007 (Polish)','1031840846','2010-03-20 18:12'
'424789680','Visio Professional 2010 (x86 and x64) - DVD (Polish)','-687607727','2010-09-06 16:41'
'424789680','Visual Studio 2010 Premium (x86) - DVD (English)','-324943486','2010-07-15 15:33'
'424789680','Visual Studio 2010 Professional (x86) - DVD (English)','-722303051','2010-07-15 15:33'
'424789680','Visual Studio 2010 Ultimate (x86) - DVD (English)','114149812','2010-07-15 15:29'
'424789680','Windows 7 Professional (x86) - DVD (English)','851167261','2009-09-28 19:44'
'424789680','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-22 20:39'
'424789680','Windows Vista Enterprise with SP1 (x64) - DVD','-838067832','2009-04-08 11:59'
'-48834865','Virtual PC 2004','212031263','2007-10-18 20:10'
'-48834865','Visio Professional 2003','-1028479386','2007-10-17 19:26'
'-48834865','Visio Professional 2007','-1028479382','2007-10-18 18:20'
'-48834865','Visual Studio 2005 Professional Edition CD1','53593363','2007-10-18 18:48'
'-48834865','Visual Studio 2005 Professional Edition CD2','53593364','2007-10-18 19:27'
'-48834865','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2007-10-17 19:07'
'-260901662','Visual Studio 2005 Professional Edition - DVD','466158650','2008-12-01 18:48'
'-260901662','Windows Server 2003 Enterprise Edition (Polish)','743676536','2008-07-31 23:02'
'-260901662','Windows Vista Business 64bit DVD (Polish)','460205788','2008-07-04 19:06'
'-260901662','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-02-28 14:07'
'-260901662','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2008-07-31 23:06'
'-260901662','Visual Studio 2010 Professional (x86) - DVD (English)','-722303051','2010-11-15 16:33'
'-260901662','Visual Studio 2010 Professional Language Pack (x86) - (Polish)','-290244202','2010-11-15 16:32'
'-260901662','Visual Studio 2010 Ultimate (x86) - DVD (English)','114149812','2010-11-12 20:19'
'-260901662','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-01-10 21:30'
'-71142521','Project Professional 2003 (Polish)','921614395','2010-10-23 17:59'
'-71142521','Visual Basic 6.0 Enterprise Edition - Disc 1','349699779','2010-12-03 13:40'
'-71142521','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-10-27 20:30'
'-71142521','Windows Vista SP2 (x86) - CD (Multilanguage)','-186848224','2010-10-24 21:20'
'-71142521','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2010-10-23 14:22'
'279678677','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-16 15:10'
'279678677','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-09-18 12:23'
'279678677','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-16 15:10'
'279678677','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-09-18 12:23'
'-893366486','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-26 14:13'
'-893366486','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-02-23 21:38'
'-893366486','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-26 14:13'
'-803916517','Expression Design 2','-528545468','2008-10-18 15:30'
'-803916517','Expression Studio','-907526141','2008-03-10 14:36'
'-803916517','Project Professional 2007 (Polish)','41195903','2009-12-18 12:19'
'-803916517','SQL Server 2000 Enterprise Edition','317848302','2009-10-22 22:28'
'-803916517','SQL Server 2000 SP3a','902148953','2009-10-22 21:55'
'-803916517','Virtual PC 2004','212031263','2008-02-10 13:12'
'-803916517','Windows Vista Business DVD (Polish)','862081786','2008-02-09 01:26'
'-803916517','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-05-09 13:47'
'-803916517','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-10-17 14:50'
'-803916517','MSDN Library for Visual Studio 2005 - CD1','832017012','2010-03-07 14:16'
'-803916517','MSDN Library for Visual Studio 2005 - CD2','832017013','2010-03-07 14:16'
'-803916517','MSDN Library for Visual Studio 2005 - CD3','832017014','2010-03-07 14:16'
'-803916517','Project Professional 2003','635651466','2010-01-11 14:34'
'-803916517','Project Professional 2007 (Polish)','41195903','2009-12-18 12:19'
'-803916517','SQL Server 2000 Enterprise Edition','317848302','2009-10-22 22:28'
'-803916517','SQL Server 2000 SP3a','902148953','2009-10-22 21:55'
'-803916517','Visio Professional 2003','-1028479386','2010-01-11 15:24'
'-803916517','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2010-03-20 12:02'
'-803916517','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-10-17 14:50'
'-27356118','MapPoint 2004 European - Run Disc (2/2)','-683831192','2008-11-24 22:48'
'-27356118','MapPoint 2004 European - Setup Disc (1/2)','787525207','2008-11-24 22:48'
'-27356118','MapPoint 2004 North America - Run Disc (2/2)','-776627720','2008-11-24 22:48'
'-27356118','MapPoint 2004 North America - Setup Disc (1/2)','584904679','2008-11-24 22:48'
'-27356118','MapPoint 2006 European - DVD','679643643','2008-11-24 23:48'
'-27356118','MS-DOS 6.0','534781756','2008-11-24 22:17'
'-27356118','Virtual PC 2004','212031263','2008-11-24 22:48'
'-27356118','Virtual PC 2007','212031266','2008-11-24 22:48'
'-27356118','Visio Professional 2003','-1028479386','2008-11-24 22:48'
'-27356118','Visio Professional 2007 (Polish)','1031840846','2008-11-24 22:48'
'-27356118','Visual Basic 2005 Express Edition','-282219693','2008-11-24 22:48'
'-27356118','Visual Basic 6.0 Enterprise Edition - Disc 1','349699779','2008-11-24 22:48'
'-27356118','Visual Basic 6.0 Enterprise Edition - Disc 2','349699780','2008-11-24 22:48'
'-27356118','Visual C++ 2005 Express Edition','336690434','2008-11-24 22:48'
'-27356118','Visual Studio 2005 Professional Edition - DVD','466158650','2008-11-24 22:48'
'-27356118','Visual Studio 2005 Standard Edition CD1','367652634','2008-11-24 22:48'
'-27356118','Visual Studio 2005 Standard Edition CD2','367652635','2008-11-24 22:48'
'-27356118','Visual Studio 2008 Express Edition with SP1','-834545950','2008-11-24 22:48'
'-27356118','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-11-24 22:48'
'-27356118','Visual Studio 2008 SP1','227686903','2008-11-24 22:48'
'-27356118','Windows 2000 Professional (with SP4)','516578526','2008-11-24 22:48'
'-27356118','Windows 2000 Server (with SP4)','762240828','2008-11-24 22:48'
'-27356118','Windows Embedded CE 6.0 DVD','-39047542','2008-11-24 22:48'
'-27356118','Windows Server 2003 Enterprise Edition (Polish)','743676536','2008-11-24 21:41'
'-27356118','Windows Server 2003 Standard Edition with SP1','321330240','2008-11-24 22:48'
'-27356118','Windows Server 2008 Enterprise and Standard - DVD','-305993218','2008-11-24 22:48'
'-27356118','Windows Vista Business DVD (Polish)','862081786','2008-11-24 22:12'
'-27356118','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2008-11-24 21:48'
'-27356118','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2008-11-24 22:48'
'-27356118','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2008-11-24 22:48'
'-27356118','Windows XP Tablet PC Edition 2005- Disc 1','620231334','2008-11-24 22:48'
'-27356118','Windows XP Tablet PC Edition 2005- Disc 2','620231335','2008-11-24 22:48'
'-27356118','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-01-23 11:37'
'-27356118','Windows Mobile 5.0 SDK for Smartphone','-347024690','2010-01-23 11:37'
'278249574','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-10-26 22:07'
'-632431449','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-08 10:43'
'-632431449','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-08 10:43'
'895536107','Windows Vista Business DVD with SP1 (Polish)','12226889','2009-11-30 16:10'
'895536107','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-02-05 08:53'
'895536107','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-02 15:57'
'895536107','Visual Studio 2010 Professional (x86) - DVD (English)','-722303051','2010-05-17 15:41'
'895536107','Windows Vista Business DVD with SP1 (Polish)','12226889','2009-11-30 16:10'
'895536107','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-02-05 08:53'
'895536107','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-02 15:57'
'-979952516','Visual Studio 2005 Professional Edition CD1','53593363','2007-03-02 21:06'
'-979952516','Visual Studio 2005 Professional Edition CD2','53593364','2007-03-02 21:06'
'-979952516','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2007-12-09 18:37'
'-979952516','Windows Vista Business DVD (Polish)','862081786','2008-12-02 18:17'
'-979952516','Windows Vista Business DVD with SP1','-47798826','2008-12-02 18:18'
'-979952516','Windows XP Professional (Single User)','-395031122','2007-02-20 13:24'
'-979952516','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-02-20 16:40'
'-979952516','Windows XP Professional with SP2 (Single User) ISO Image','885573206','2007-02-20 13:19'
'-979952516','Access 2007 (Polish)','970969443','2010-03-03 13:14'
'-979952516','SQL Server 2008 Enterprise (x86 and x64) - DVD','149258206','2010-03-03 13:15'
'-979952516','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-03-15 15:46'
'-979952516','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-02-22 12:45'
'200094367','MS-DOS 6.22','-144275286','2010-05-16 18:05'
'200094367','Virtual PC 2007 64bit','912047082','2010-12-08 14:20'
'200094367','Visual C# 2005 Express Edition','343262486','2010-02-27 09:40'
'200094367','Visual Studio 2005 Professional Edition CD1','53593363','2010-02-27 09:44'
'200094367','Visual Studio 2005 Professional Edition CD2','53593364','2010-02-27 09:46'
'200094367','Visual Studio 2008 Express Edition with SP1','-834545950','2010-03-11 08:26'
'200094367','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-03-27 09:17'
'200094367','Visual Studio 2010 Ultimate (x86) - DVD (English)','114149812','2010-07-20 09:12'
'200094367','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-01-08 00:01'
'200094367','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-01-07 22:48'
'200094367','Windows Mobile 5.0 SDK for Smartphone','-347024690','2010-01-13 19:55'
'200094367','Windows Server 2003 Enterprise Edition (Polish)','743676536','2010-01-08 16:38'
'200094367','Windows XP Embedded','-421546535','2010-01-09 14:06'
'200094367','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-01-23 09:01'
'200094367','Windows XP Service Pack 3 (x86) - CD (English)','275305991','2010-01-10 10:36'
'-81852714','Visual Studio 2005 Professional Edition CD1','53593363','2008-04-07 23:42'
'-81852714','Visual Studio 2005 Professional Edition CD2','53593364','2008-04-07 23:42'
'-81852714','Visual Studio 2005 Standard Edition CD1','367652634','2008-05-12 13:46'
'-81852714','Visual Studio 2005 Standard Edition CD2','367652635','2008-05-12 13:46'
'-81852714','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-07-19 18:00'
'-81852714','Windows 7 Language Pack (x86) - DVD (Multilanguage)','-77714849','2009-08-23 23:13'
'-81852714','Windows 7 Professional (x86) - DVD (English)','851167261','2009-08-23 23:13'
'-81852714','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2008-04-07 23:42'
'-81852714','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2008-10-02 18:03'
'-81852714','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-08-06 18:49'
'-81852714','Windows 7 Language Pack (x86) - DVD (Multilanguage)','-77714849','2009-08-23 23:13'
'-81852714','Windows 7 Professional (x86) - DVD (English)','851167261','2009-08-23 23:13'
'-81852714','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-08-06 18:49'
'-661596506','Virtual PC 2007','212031266','2009-12-15 00:21'
'-661596506','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-17 01:11'
'-661596506','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-11-16 15:47'
'-661596506','Virtual PC 2007','212031266','2009-12-15 00:21'
'-661596506','Visual C# 2005 Express Edition','343262486','2010-03-11 23:24'
'-661596506','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-08-02 17:21'
'-661596506','Visual Web Developer 2005 Express Edition','231127434','2010-03-11 23:14'
'-661596506','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-17 01:11'
'-661596506','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-11-16 15:47'
'-58494199','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-10-13 23:37'
'532278238','Visual Studio 2005 Professional Edition - DVD','466158650','2009-08-06 10:12'
'532278238','Visual Studio Team System 2008 Team Suite (x86 and x64 WoW) - DVD','490723271','2008-12-08 18:56'
'532278238','Windows 7 Beta (x86) - DVD','-848806120','2009-03-23 21:36'
'532278238','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-02 14:23'
'532278238','Windows Server 2003 Enterprise Edition (Polish)','743676536','2009-04-30 23:08'
'532278238','Windows Server 2008 Enterprise and Standard - DVD','-305993218','2009-02-21 11:50'
'532278238','Windows Vista Enterprise with SP1 (x86) - DVD','969256964','2009-07-01 10:30'
'532278238','Windows Web Server 2008 64Bit - DVD','186596596','2009-02-21 12:22'
'532278238','Windows XP Professional (Single User) 64bit Edition','839337558','2008-12-09 23:30'
'532278238','Visual Studio 2005 Professional Edition - DVD','466158650','2009-08-06 10:12'
'532278238','Windows 7 Beta (x86) - DVD','-848806120','2009-03-23 21:36'
'532278238','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-02 14:23'
'532278238','Windows Server 2003 Enterprise Edition (Polish)','743676536','2009-04-30 23:08'
'532278238','Windows Server 2008 Enterprise and Standard - DVD','-305993218','2009-02-21 11:50'
'532278238','Windows Vista Enterprise with SP1 (x86) - DVD','969256964','2009-07-01 10:30'
'532278238','Windows Web Server 2008 64Bit - DVD','186596596','2009-02-21 12:22'
'-100768139','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-10-13 13:56'
'-100768139','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-01-14 16:13'
'-100768139','Windows XP Multilingual User Interface Pack (Multi-Language)','-14928336','2010-01-14 14:16'
'542141810','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2008-10-16 10:23'
'542141810','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-01-19 19:57'
'542141810','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-01-18 19:49'
'542141810','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-03-14 00:22'
'542141810','Windows XP Service Pack 3 (x86) - CD (English)','275305991','2010-01-18 19:47'
'-347291793','Windows 7 Language Pack (x86) - DVD (Multilanguage)','-77714849','2009-11-22 15:30'
'-347291793','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-25 19:20'
'-347291793','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2009-12-17 15:54'
'-347291793','Visual C++ 2005 Express Edition','336690434','2010-03-11 17:08'
'-347291793','Visual Studio .NET 2003 Professional - Full Install','-68124807','2010-10-13 15:44'
'-347291793','Windows 7 Language Pack (x86) - DVD (Multilanguage)','-77714849','2009-11-22 15:30'
'-347291793','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-25 19:20'
'-347291793','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2009-12-17 15:54'
'-347291793','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-07-13 14:43'
'1024082441','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-04-09 23:02'
'-674452700','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-09-02 12:36'
'-674452700','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-18 13:11'
'-674452700','Windows 7 Professional (x86) - DVD (English)','851167261','2009-08-19 14:18'
'-674452700','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-18 13:10'
'-674452700','Windows 7 Ultimate RC (x64) - DVD','-1000348516','2009-06-11 09:49'
'-674452700','Windows Vista Business DVD with SP1','-47798826','2009-01-19 20:58'
'-674452700','Windows Vista Enterprise with SP1 (x86) - DVD','969256964','2009-01-14 22:49'
'-674452700','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2008-11-27 22:20'
'-674452700','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2008-10-16 19:28'
'-674452700','Expression Studio 4 Ultimate (x86) - DVD (English)','548870084','2010-09-28 20:02'
'-674452700','Visual Studio 2010 Ultimate (x86) - DVD (English)','114149812','2010-04-26 22:19'
'-674452700','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-09-02 12:36'
'-674452700','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-18 13:11'
'-674452700','Windows 7 Professional (x86) - DVD (English)','851167261','2009-08-19 14:18'
'-674452700','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-18 13:10'
'-674452700','Windows 7 Ultimate RC (x64) - DVD','-1000348516','2009-06-11 09:49'
'-674452700','Windows Vista Business DVD with SP1','-47798826','2009-01-19 20:58'
'-674452700','Windows Vista Enterprise with SP1 (x86) - DVD','969256964','2009-01-14 22:49'
'-758483227','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-05 15:55'
'-758483227','Virtual PC 2007 64bit','912047082','2010-03-13 13:17'
'-758483227','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-02-23 20:25'
'-758483227','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-05 15:55'
'495537840','Windows Vista Business DVD','-792316006','2007-02-14 11:59'
'495537840','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-08-24 02:37'
'-793665835','Visio Professional 2003','-1028479386','2008-10-28 20:23'
'-793665835','Visual C++ 2005 Express Edition','336690434','2007-10-05 16:58'
'-793665835','Visual Studio 2005 Professional Edition - DVD','466158650','2008-09-23 16:10'
'-793665835','Visual Studio 2005 Professional Edition CD1','53593363','2008-09-23 16:13'
'-793665835','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-09-23 16:05'
'-793665835','Visual Studio 2008 SP1','227686903','2008-09-23 16:05'
'-793665835','Windows 2000 Professional (with SP4)','516578526','2007-12-22 21:43'
'-793665835','Windows 7 Ultimate RC (x64) - DVD','-1000348516','2009-09-07 09:52'
'-793665835','Windows 7 Ultimate RC (x86) - DVD','806976280','2009-08-31 13:13'
'-793665835','Windows XP Professional (Single User) 64bit Edition','839337558','2007-08-05 10:13'
'-793665835','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-03-21 10:27'
'-793665835','Windows 7 Ultimate RC (x64) - DVD','-1000348516','2009-09-07 09:52'
'-793665835','Windows 7 Ultimate RC (x86) - DVD','806976280','2009-08-31 13:13'
'-793665835','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-04-02 19:06'
'164909157','Desktop Optimization Pack 2007','-679240159','2009-10-21 12:25'
'164909157','Expression Blend 2','852723393','2008-10-25 18:02'
'164909157','Expression Design 2','-528545468','2008-10-25 18:02'
'164909157','Expression Web 2','-636430809','2008-10-25 18:02'
'164909157','MS-DOS 6.22','-144275286','2009-11-06 23:09'
'164909157','Virtual PC 2007','212031266','2009-12-16 13:35'
'164909157','Visio Professional 2003','-1028479386','2007-11-06 22:27'
'164909157','Visio Professional 2007 (Polish)','1031840846','2008-12-31 16:08'
'164909157','Visual C++ 2005 Express Edition','336690434','2008-02-20 20:41'
'164909157','Visual Studio 2008 Express Edition with SP1','-834545950','2008-11-30 16:48'
'164909157','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-03-05 10:14'
'164909157','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-06 23:09'
'164909157','Windows Vista Business DVD (Polish)','862081786','2007-10-30 13:25'
'164909157','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-10-30 13:25'
'164909157','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-05-12 14:27'
'164909157','Desktop Optimization Pack 2007','-679240159','2009-10-21 12:25'
'164909157','MS-DOS 6.22','-144275286','2009-11-06 23:09'
'164909157','Virtual PC 2007','212031266','2009-12-16 13:35'
'164909157','Virtual PC 2007 64bit','912047082','2010-05-16 18:37'
'164909157','Visio Professional 2010 (x64) - (English)','938716621','2010-07-30 18:29'
'164909157','Visual Studio 2005 Professional Edition - DVD','466158650','2010-03-01 21:17'
'164909157','Visual Studio 2010 Ultimate Beta 2 (x86) - DVD (English)','-806335909','2010-07-30 18:29'
'164909157','Windows 7 Language Pack (x64) - DVD (Multilanguage)','-233012253','2010-10-25 20:57'
'164909157','Windows 7 Professional (x64) - DVD (English)','-619337823','2010-10-25 20:57'
'164909157','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-07-30 18:29'
'164909157','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-06 23:09'
'164909157','Windows Vista Enterprise with SP1 (x86) - DVD','969256964','2010-07-30 18:31'
'164909157','Windows Vista SP2 (x86) - CD (Multilanguage)','-186848224','2010-07-30 18:29'
'164909157','Windows XP Multilingual User Interface Pack (Multi-Language)','-14928336','2010-01-14 15:18'
'164909157','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-05-12 14:27'
'164909157','Windows XP Service Pack 3 (x86) - CD (English)','275305991','2010-01-14 18:23'
'-826701403','Exchange Server 2003 Enterprise Edition','-573426252','2008-11-13 11:07'
'-826701403','Exchange Server 2007 Enterprise Edition','-180808888','2008-11-10 23:34'
'-826701403','Exchange Server 2010 (x64) - DVD (Multilanguage)','-367428117','2009-11-19 19:44'
'-826701403','IT Academy Course: Windows Server','125214220','2009-04-19 20:18'
'-826701403','Office Groove 2007','-465764765','2009-04-21 23:56'
'-826701403','OneNote 2007 (Polish)','1041769347','2009-04-21 23:52'
'-826701403','Project Professional 2007 (Polish)','41195903','2009-04-21 23:58'
'-826701403','SharePoint Designer 2007','631439402','2009-04-22 00:01'
'-826701403','SQL Server 2008 Enterprise (x86 and x64) - DVD','149258206','2009-08-06 10:21'
'-826701403','Visio Professional 2007 (Polish)','1031840846','2009-04-19 20:16'
'-826701403','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-12-12 16:59'
'-826701403','Windows 7 Language Pack (x64) - DVD (Multilanguage)','-233012253','2009-08-14 12:30'
'-826701403','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-08-14 12:27'
'-826701403','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-14 22:50'
'-826701403','Windows 7 Professional (x86) - DVD (English)','851167261','2009-12-26 11:20'
'-826701403','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-05 12:12'
'-826701403','Windows Server 2003 R2 Enterprise Edition with SP2 - Disc 1','1016788110','2008-11-13 17:58'
'-826701403','Windows Server 2003 R2 Enterprise Edition with SP2 - Disc 2','1016788111','2008-11-13 18:00'
'-826701403','Windows Server 2003 R2 Enterprise x64 Edition with SP2 - Disc 1','-408427221','2008-11-10 20:26'
'-826701403','Windows Server 2003 R2 Enterprise x64 Edition with SP2 - Disc 2','-408427220','2008-11-10 21:55'
'-826701403','Windows Server 2008 Enterprise and Standard 64bit - DVD','-694511639','2008-11-09 15:29'
'-826701403','Windows Server 2008 R2 Standard- Enterprise, Datacenter, and Web (x64) - DVD (English)','261550583','2009-09-17 20:16'
'-826701403','Windows Vista Business 64bit DVD with SP1','-449674823','2008-11-11 22:28'
'-826701403','Windows Vista Enterprise with SP1 (x64) - DVD','-838067832','2009-08-19 14:39'
'-826701403','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2008-11-13 11:42'
'-826701403','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-20 11:07'
'-826701403','Exchange Server 2010 (x64) - DVD (Multilanguage)','-367428117','2009-11-19 19:44'
'-826701403','IT Academy Course: Windows Server','125214220','2009-04-19 20:18'
'-826701403','Office Groove 2007','-465764765','2009-04-21 23:56'
'-826701403','OneNote 2007 (Polish)','1041769347','2009-04-21 23:52'
'-826701403','Project Professional 2007 (Polish)','41195903','2009-04-21 23:58'
'-826701403','SharePoint Designer 2007','631439402','2009-04-22 00:01'
'-826701403','SQL Server 2008 Enterprise (x86 and x64) - DVD','149258206','2009-08-06 10:21'
'-826701403','Visio Professional 2007 (Polish)','1031840846','2009-04-19 20:16'
'-826701403','Windows 7 Language Pack (x64) - DVD (Multilanguage)','-233012253','2009-08-14 12:30'
'-826701403','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-08-14 12:27'
'-826701403','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-14 22:50'
'-826701403','Windows 7 Professional (x86) - DVD (English)','851167261','2009-12-26 11:20'
'-826701403','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-05 12:12'
'-826701403','Windows Server 2008 R2 Standard- Enterprise, Datacenter, and Web (x64) - DVD (English)','261550583','2009-09-17 20:16'
'-826701403','Windows Vista Enterprise with SP1 (x64) - DVD','-838067832','2009-08-19 14:39'
'-826701403','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-20 11:07'
'885376091','Visio Professional 2003','-1028479386','2007-01-13 21:40'
'-1057501277','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-31 17:24'
'-1057501277','Windows Vista Business DVD (Polish)','862081786','2008-08-28 12:50'
'-1057501277','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-31 17:24'
'739270498','Visio Professional 2007 (Polish)','1031840846','2009-12-09 15:34'
'739270498','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-10-13 20:33'
'739270498','Windows 7 Language Pack (x64) - DVD (Multilanguage)','-233012253','2009-10-11 09:00'
'739270498','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-10-08 16:07'
'739270498','Windows 7 Professional (x86) - DVD (English)','851167261','2009-10-08 13:52'
'739270498','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-20 09:02'
'739270498','Windows XP Embedded','-421546535','2009-10-19 17:00'
'739270498','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-10-21 15:39'
'739270498','Microsoft Robotics Developer Studio 2008 R2 Academic Edition','-744812013','2010-02-24 12:07'
'739270498','Visio Professional 2007 (Polish)','1031840846','2009-12-09 15:34'
